Period,Trade Flow,Reporter,Partner,Commodity Code,Trade Value (M $),Net Weight(M kgs )
2016,Export,United Kingdom,Germany,2711,17.07,39.53
2016,Export,United Kingdom,Ghana,2711,0.03,0.0
2016,Export,United Kingdom,Gibraltar,2711,0.02,0.0
2016,Export,United Kingdom,Greece,2711,0.1,0.08
2016,Export,United Kingdom,Greenland,2711,0.0,0.0
2016,Export,United Kingdom,"China, Hong Kong SAR",2711,0.3,0.0
2016,Export,United Kingdom,Hungary,2711,0.0,0.0
2016,Export,United Kingdom,Iceland,2711,0.02,0.0
2016,Export,United Kingdom,Indonesia,2711,0.01,0.0
2016,Export,United Kingdom,Iran,2711,0.0,0.0
2016,Export,United Kingdom,Iraq,2711,0.0,0.0
2016,Export,United Kingdom,Ireland,2711,377.63,1640.17
2016,Export,United Kingdom,Israel,2711,0.02,0.0
2016,Export,United Kingdom,Italy,2711,31.59,86.73
2016,Export,United Kingdom,Côte d'Ivoire,2711,0.02,0.0
2016,Export,United Kingdom,Japan,2711,0.09,0.0
2016,Export,United Kingdom,Kazakhstan,2711,0.01,0.0
2016,Export,United Kingdom,Jordan,2711,0.0,0.0
2016,Export,United Kingdom,Rep. of Korea,2711,25.03,74.58
2016,Export,United Kingdom,Lebanon,2711,0.0,0.0
2016,Export,United Kingdom,Latvia,2711,0.02,0.0
2016,Export,United Kingdom,Lithuania,2711,0.02,0.0
2016,Export,United Kingdom,Luxembourg,2711,0.0,0.0
2016,Export,United Kingdom,Malaysia,2711,0.04,0.0
2016,Export,United Kingdom,Malta,2711,0.01,0.01
2016,Export,United Kingdom,Mauritania,2711,1.47,4.99
2016,Export,United Kingdom,Mexico,2711,0.0,0.0
2016,Export,United Kingdom,"Other Asia, nes",2711,0.02,0.0
2016,Export,United Kingdom,Rep. of Moldova,2711,0.0,0.0
2016,Export,United Kingdom,Morocco,2711,133.73,421.74
2016,Export,United Kingdom,Netherlands,2711,790.38,2390.83
2016,Export,United Kingdom,Curaçao,2711,0.03,0.0
2016,Export,United Kingdom,New Zealand,2711,0.04,0.01
2016,Export,United Kingdom,Nigeria,2711,5.03,13.69
2016,Export,United Kingdom,Norway,2711,19.55,71.42
2016,Export,United Kingdom,Panama,2711,0.06,0.0
2016,Export,United Kingdom,Peru,2711,0.01,0.0
2016,Export,United Kingdom,Philippines,2711,0.0,0.0
2016,Export,United Kingdom,Poland,2711,21.94,63.53
2016,Export,United Kingdom,Portugal,2711,39.2,114.79
2016,Export,United Kingdom,Qatar,2711,0.0,0.0
2016,Export,United Kingdom,Romania,2711,0.05,0.06
2016,Export,United Kingdom,Russian Federation,2711,0.01,0.0
2016,Export,United Kingdom,San Marino,2711,0.01,0.0
2016,Export,United Kingdom,Saudi Arabia,2711,0.01,0.0
2016,Export,United Kingdom,Senegal,2711,1.0,4.07
2016,Export,United Kingdom,India,2711,0.24,0.0
2016,Export,United Kingdom,Singapore,2711,3.06,10.43
2016,Export,United Kingdom,Slovakia,2711,0.0,0.0
2016,Export,United Kingdom,Viet Nam,2711,0.05,0.0
2016,Export,United Kingdom,Slovenia,2711,0.01,0.01
2016,Export,United Kingdom,South Africa,2711,0.03,0.0
2016,Export,United Kingdom,Spain,2711,11.68,35.97
2016,Export,United Kingdom,Sweden,2711,19.56,67.15
2016,Export,United Kingdom,Switzerland,2711,0.01,0.0
2016,Export,United Kingdom,Thailand,2711,0.02,0.0
2016,Export,United Kingdom,Togo,2711,5.26,20.47
2016,Export,United Kingdom,Trinidad and Tobago,2711,0.02,0.0
2016,Export,United Kingdom,United Arab Emirates,2711,28.84,132.08
2016,Export,United Kingdom,Tunisia,2711,7.33,19.31
2016,Export,United Kingdom,Türkiye,2711,0.09,0.0
2016,Export,United Kingdom,Egypt,2711,24.02,86.84
2016,Export,United Kingdom,USA,2711,12.21,46.99
2016,Export,United Kingdom,Uzbekistan,2711,0.0,0.0
2016,Export,United Kingdom,Zambia,2711,0.0,0.0
2017,Export,United Kingdom,World,2711,3670.04,0.0
2017,Export,United Kingdom,Angola,2711,0.04,0.11
2017,Export,United Kingdom,Azerbaijan,2711,0.01,0.0
2017,Export,United Kingdom,Argentina,2711,0.01,0.0
2017,Export,United Kingdom,Australia,2711,0.05,0.0
2017,Export,United Kingdom,Austria,2711,0.02,0.02
2017,Export,United Kingdom,Bahrain,2711,0.0,0.0
2017,Export,United Kingdom,Barbados,2711,0.0,0.0
2017,Export,United Kingdom,Belgium,2711,1754.23,6541.49
2017,Export,United Kingdom,Brazil,2711,0.03,0.0
2017,Export,United Kingdom,Brunei Darussalam,2711,0.02,0.0
2017,Export,United Kingdom,Bulgaria,2711,0.0,0.0
2017,Export,United Kingdom,Burundi,2711,0.0,0.0
2017,Export,United Kingdom,Cameroon,2711,0.01,0.0
2017,Export,United Kingdom,Canada,2711,0.41,0.09
2017,Export,United Kingdom,Cabo Verde,2711,0.01,0.0
2017,Export,United Kingdom,Sri Lanka,2711,0.02,0.01
2017,Export,United Kingdom,Chile,2711,0.0,0.0
2017,Export,United Kingdom,China,2711,31.88,69.58
2017,Export,United Kingdom,Colombia,2711,0.01,0.0
2017,Export,United Kingdom,Croatia,2711,0.13,0.0
2017,Export,United Kingdom,Cyprus,2711,0.01,0.01
2017,Export,United Kingdom,Czechia,2711,0.05,0.04
2017,Export,United Kingdom,Denmark,2711,18.58,42.87
2017,Export,United Kingdom,Ethiopia,2711,0.01,0.0
2017,Export,United Kingdom,Estonia,2711,0.02,0.0
2017,Export,United Kingdom,Falkland Isds (Malvinas),2711,0.23,0.22
2017,Export,United Kingdom,Fiji,2711,0.0,0.0
2017,Export,United Kingdom,Finland,2711,0.01,0.01
2017,Export,United Kingdom,France,2711,194.53,444.99
2017,Export,United Kingdom,Gabon,2711,7.89,15.9
2017,Export,United Kingdom,Georgia,2711,0.01,0.0
2017,Export,United Kingdom,Germany,2711,54.15,108.16
2017,Export,United Kingdom,Ghana,2711,0.02,0.0
2012,Import,Ukraine,World,2711,14288.97,22594.09
2012,Import,Ukraine,Belarus,2711,69.97,90.65
2012,Import,Ukraine,Germany,2711,21.97,35.63
2012,Import,Ukraine,Greece,2711,0.06,0.02
2012,Import,Ukraine,Hungary,2711,0.12,0.09
2012,Import,Ukraine,Kazakhstan,2711,103.45,130.58
2012,Import,Ukraine,Netherlands,2711,0.01,0.0
2012,Import,Ukraine,Romania,2711,0.8,1.02
2012,Import,Ukraine,Russian Federation,2711,14091.78,22335.49
2012,Import,Ukraine,Slovakia,2711,0.23,0.17
2012,Import,Ukraine,Switzerland,2711,0.0,0.0
2012,Import,Ukraine,United Kingdom,2711,0.57,0.44
2012,Import,Ukraine,USA,2711,0.0,0.0
2013,Import,Ukraine,World,2711,11821.96,19306.37
2013,Import,Ukraine,Austria,2711,217.54,360.9
2013,Import,Ukraine,Belarus,2711,111.27,163.99
2013,Import,Ukraine,Germany,2711,347.05,602.06
2013,Import,Ukraine,Greece,2711,0.05,0.02
2013,Import,Ukraine,Hungary,2711,250.35,414.77
2013,Import,Ukraine,Italy,2711,0.0,0.0
2013,Import,Ukraine,Kazakhstan,2711,68.05,90.16
2013,Import,Ukraine,Rep. of Korea,2711,0.05,0.04
2013,Import,Ukraine,Netherlands,2711,0.01,0.0
2013,Import,Ukraine,Poland,2711,38.23,63.2
2013,Import,Ukraine,Romania,2711,0.56,0.65
2013,Import,Ukraine,Russian Federation,2711,10787.14,17609.21
2013,Import,Ukraine,Slovakia,2711,0.33,0.39
2013,Import,Ukraine,Switzerland,2711,0.0,0.0
2013,Import,Ukraine,United Kingdom,2711,1.32,0.98
2014,Import,Ukraine,World,2711,6018.32,13610.86
2014,Import,Ukraine,Belarus,2711,116.05,164.6
2014,Import,Ukraine,China,2711,0.01,0.0
2014,Import,Ukraine,Germany,2711,976.48,1882.53
2014,Import,Ukraine,Greece,2711,0.06,0.03
2014,Import,Ukraine,Hungary,2711,449.45,851.74
2014,Import,Ukraine,Kazakhstan,2711,62.64,84.05
2014,Import,Ukraine,Rep. of Korea,2711,0.11,0.08
2014,Import,Ukraine,Luxembourg,2711,2.08,3.9
2014,Import,Ukraine,Netherlands,2711,0.01,0.0
2014,Import,Ukraine,Norway,2711,301.0,603.08
2014,Import,Ukraine,Poland,2711,0.02,0.02
2014,Import,Ukraine,Russian Federation,2711,4082.18,9968.6
2014,Import,Ukraine,Slovakia,2711,2.25,4.22
2014,Import,Ukraine,Switzerland,2711,23.84,46.13
2014,Import,Ukraine,Türkiye,2711,0.0,0.0
2014,Import,Ukraine,Turkmenistan,2711,0.36,0.52
2014,Import,Ukraine,United Kingdom,2711,1.78,1.35
2015,Import,Ukraine,World,2711,4723.11,11729.2
2015,Import,Ukraine,Austria,2711,47.55,127.35
2015,Import,Ukraine,Belarus,2711,77.43,219.56
2015,Import,Ukraine,China,2711,0.01,0.0
2015,Import,Ukraine,Czechia,2711,0.0,0.0
2015,Import,Ukraine,France,2711,4.46,14.46
2015,Import,Ukraine,Germany,2711,940.02,2336.95
2015,Import,Ukraine,Greece,2711,0.04,0.02
2015,Import,Ukraine,Hungary,2711,874.48,2188.73
2015,Import,Ukraine,Kazakhstan,2711,15.15,38.26
2015,Import,Ukraine,Rep. of Korea,2711,0.01,0.01
2015,Import,Ukraine,Luxembourg,2711,41.94,101.88
2015,Import,Ukraine,Norway,2711,595.46,1402.01
2015,Import,Ukraine,Poland,2711,8.31,26.0
2015,Import,Ukraine,Russian Federation,2711,1799.84,4497.7
2015,Import,Ukraine,Switzerland,2711,200.44,508.56
2015,Import,Ukraine,United Kingdom,2711,117.97,267.71
2016,Import,Ukraine,World,2711,2532.64,8452.6
2016,Import,Ukraine,Azerbaijan,2711,0.33,0.74
2016,Import,Ukraine,Austria,2711,91.09,324.18
2016,Import,Ukraine,Belgium,2711,0.0,0.0
2016,Import,Ukraine,Belarus,2711,68.41,237.92
2016,Import,Ukraine,China,2711,0.02,0.01
2016,Import,Ukraine,Czechia,2711,29.09,102.6
2016,Import,Ukraine,France,2711,397.06,1346.7
2016,Import,Ukraine,Germany,2711,507.48,1722.24
2016,Import,Ukraine,Greece,2711,0.15,0.25
2016,Import,Ukraine,Hungary,2711,31.58,115.04
2016,Import,Ukraine,Italy,2711,117.61,392.62
2016,Import,Ukraine,Kazakhstan,2711,7.56,16.68
2016,Import,Ukraine,Rep. of Korea,2711,0.44,0.22
2016,Import,Ukraine,Latvia,2711,1.44,2.76
2016,Import,Ukraine,Lithuania,2711,4.31,9.75
2016,Import,Ukraine,Luxembourg,2711,42.18,132.45
2016,Import,Ukraine,Malta,2711,0.67,2.38
2016,Import,Ukraine,Netherlands,2711,0.45,0.99
2016,Import,Ukraine,Norway,2711,1.49,5.01
2016,Import,Ukraine,Poland,2711,148.47,510.53
2016,Import,Ukraine,Russian Federation,2711,254.23,802.18
2016,Import,Ukraine,Slovakia,2711,3.88,11.08
2016,Import,Ukraine,Sweden,2711,1.95,4.19
2016,Import,Ukraine,Switzerland,2711,654.81,2174.1
2016,Import,Ukraine,Egypt,2711,1.18,2.34
2016,Import,Ukraine,United Kingdom,2711,166.76,535.65
2017,Import,Ukraine,World,2711,3562.74,10167.37
2017,Import,Ukraine,Algeria,2711,1.58,2.62
2017,Import,Ukraine,Azerbaijan,2711,0.04,0.0
2017,Import,Ukraine,Austria,2711,10.63,30.61
2017,Import,Ukraine,Bulgaria,2711,0.03,0.08
2017,Import,Ukraine,Belarus,2711,201.49,472.72
2017,Import,Ukraine,China,2711,0.07,0.02
2017,Import,Ukraine,Czechia,2711,54.22,166.97
2017,Import,Ukraine,France,2711,237.84,687.71
2017,Import,Ukraine,Germany,2711,838.65,2482.15
2017,Import,Ukraine,Hungary,2711,162.29,475.25
2017,Import,Ukraine,Italy,2711,17.14,48.68
2017,Import,Ukraine,Kazakhstan,2711,23.4,49.28
2017,Import,Ukraine,Rep. of Korea,2711,0.24,0.14
2017,Import,Ukraine,Latvia,2711,2.85,5.64
2017,Import,Ukraine,Lithuania,2711,8.34,19.0
2017,Import,Ukraine,Luxembourg,2711,26.86,80.26
2017,Import,Ukraine,Netherlands,2711,0.47,0.97
2017,Import,Ukraine,Poland,2711,280.5,835.0
2017,Import,Ukraine,Romania,2711,0.8,1.78
2017,Import,Ukraine,Russian Federation,2711,221.48,545.4
2017,Import,Ukraine,Slovakia,2711,58.2,161.27
2017,Import,Ukraine,Switzerland,2711,1292.63,3748.76
2017,Import,Ukraine,Türkiye,2711,2.03,4.24
2017,Import,Ukraine,Egypt,2711,2.03,4.79
2017,Import,Ukraine,United Kingdom,2711,118.94,344.05
2018,Import,Ukraine,World,2711,3811.95,8396.02
2018,Import,Ukraine,Austria,2711,91.35,174.85
2018,Import,Ukraine,Belarus,2711,257.14,509.4
2018,Import,Ukraine,China,2711,0.07,0.02
2018,Import,Ukraine,Czechia,2711,90.52,203.11
2018,Import,Ukraine,Denmark,2711,4.13,9.53
2018,Import,Ukraine,France,2711,56.08,121.61
2018,Import,Ukraine,Germany,2711,938.43,2147.69
2018,Import,Ukraine,Greece,2711,1.34,2.2
2018,Import,Ukraine,Hungary,2711,184.17,391.73
2018,Import,Ukraine,Italy,2711,32.98,71.25
2018,Import,Ukraine,Kazakhstan,2711,136.98,272.02
2018,Import,Ukraine,Rep. of Korea,2711,0.39,0.23
2018,Import,Ukraine,Latvia,2711,0.44,0.87
2018,Import,Ukraine,Lithuania,2711,9.9,18.69
2018,Import,Ukraine,Luxembourg,2711,50.26,106.72
2018,Import,Ukraine,Netherlands,2711,79.43,174.48
2018,Import,Ukraine,Poland,2711,229.37,516.34
2018,Import,Ukraine,Romania,2711,0.11,0.2
2018,Import,Ukraine,Russian Federation,2711,253.36,503.76
2018,Import,Ukraine,Slovakia,2711,23.78,60.19
2018,Import,Ukraine,Switzerland,2711,1165.42,2640.04
2018,Import,Ukraine,United Kingdom,2711,206.3,471.07
2019,Import,Ukraine,World,2711,2927.83,0.0
2019,Import,Ukraine,Austria,2711,72.51,180.94
2019,Import,Ukraine,Bulgaria,2711,0.28,1.01
2019,Import,Ukraine,Belarus,2711,169.03,388.94
2019,Import,Ukraine,China,2711,0.02,0.01
2019,Import,Ukraine,Czechia,2711,115.97,412.99
2019,Import,Ukraine,Denmark,2711,0.0,0.0
2019,Import,Ukraine,France,2711,80.69,0.0
2019,Import,Ukraine,Germany,2711,670.78,2316.09
2019,Import,Ukraine,Greece,2711,0.03,0.02
2019,Import,Ukraine,Hungary,2711,105.44,377.72
2019,Import,Ukraine,Italy,2711,4.26,13.07
2019,Import,Ukraine,Kazakhstan,2711,131.34,309.2
2019,Import,Ukraine,Rep. of Korea,2711,0.73,0.43
2019,Import,Ukraine,Latvia,2711,2.94,6.56
2019,Import,Ukraine,Libya,2711,1.9,5.0
2019,Import,Ukraine,Lithuania,2711,7.5,16.89
2019,Import,Ukraine,Luxembourg,2711,32.26,90.36
2019,Import,Ukraine,Rep. of Moldova,2711,0.01,0.02
2019,Import,Ukraine,Netherlands,2711,0.0,0.0
2019,Import,Ukraine,Poland,2711,140.78,485.52
2019,Import,Ukraine,Romania,2711,4.15,8.81
2019,Import,Ukraine,Russian Federation,2711,271.74,674.64
2019,Import,Ukraine,Slovakia,2711,34.6,129.68
2019,Import,Ukraine,Switzerland,2711,1017.16,3537.48
2019,Import,Ukraine,United Arab Emirates,2711,0.02,0.0
2019,Import,Ukraine,United Kingdom,2711,58.99,185.55
2019,Import,Ukraine,USA,2711,4.72,12.0
2020,Import,Ukraine,World,2711,1454.34,0.0
2020,Import,Ukraine,Albania,2711,1.18,3.44
2020,Import,Ukraine,Algeria,2711,1.09,3.18
2020,Import,Ukraine,Austria,2711,16.19,68.58
2020,Import,Ukraine,Belgium,2711,0.0,0.0
2020,Import,Ukraine,Bulgaria,2711,0.12,0.23
2020,Import,Ukraine,Belarus,2711,118.74,317.61
2020,Import,Ukraine,China,2711,0.1,0.04
2020,Import,Ukraine,Croatia,2711,0.41,1.04
2020,Import,Ukraine,Czechia,2711,15.25,94.09
2020,Import,Ukraine,France,2711,7.8,0.0
2020,Import,Ukraine,Germany,2711,194.97,597.57
2020,Import,Ukraine,Greece,2711,4.08,11.32
2020,Import,Ukraine,"China, Hong Kong SAR",2711,0.0,0.0
2020,Import,Ukraine,Hungary,2711,33.61,206.4
2020,Import,Ukraine,Italy,2711,0.67,1.78
2020,Import,Ukraine,Kazakhstan,2711,135.53,387.73
2020,Import,Ukraine,Rep. of Korea,2711,1.39,0.8
2020,Import,Ukraine,Latvia,2711,2.39,7.11
2020,Import,Ukraine,Lithuania,2711,3.99,11.27
2020,Import,Ukraine,Rep. of Moldova,2711,0.54,1.46
2020,Import,Ukraine,Poland,2711,40.96,174.28
2020,Import,Ukraine,Romania,2711,5.03,15.4
2020,Import,Ukraine,Russian Federation,2711,267.53,757.72
2020,Import,Ukraine,Slovakia,2711,124.83,533.26
2020,Import,Ukraine,Switzerland,2711,382.05,1714.78
2020,Import,Ukraine,United Arab Emirates,2711,0.11,0.07
2020,Import,Ukraine,Türkiye,2711,0.0,0.01
2020,Import,Ukraine,Egypt,2711,1.55,4.21
2020,Import,Ukraine,United Kingdom,2711,85.06,498.39
2020,Import,Ukraine,USA,2711,9.15,49.91
2021,Import,Ukraine,World,2711,2935.87,5256.27
2021,Import,Ukraine,Albania,2711,1.18,3.44
2021,Import,Ukraine,Algeria,2711,2.26,4.91
2021,Import,Ukraine,Austria,2711,149.02,209.04
2021,Import,Ukraine,Bulgaria,2711,0.04,0.1
2021,Import,Ukraine,Belarus,2711,175.85,303.15
2021,Import,Ukraine,China,2711,0.09,0.02
2021,Import,Ukraine,Cyprus,2711,12.07,14.08
2021,Import,Ukraine,Czechia,2711,207.58,320.42
2021,Import,Ukraine,Denmark,2711,0.0,0.0
2021,Import,Ukraine,Estonia,2711,0.0,0.07
2021,Import,Ukraine,France,2711,28.39,89.6
2021,Import,Ukraine,Germany,2711,156.94,285.07
2021,Import,Ukraine,Greece,2711,1.72,3.79
2021,Import,Ukraine,Hungary,2711,163.91,396.39
2021,Import,Ukraine,Italy,2711,1.08,2.17
2021,Import,Ukraine,Kazakhstan,2711,288.05,490.76
2021,Import,Ukraine,Rep. of Korea,2711,0.71,0.38
2021,Import,Ukraine,Latvia,2711,7.49,12.89
2021,Import,Ukraine,Lithuania,2711,16.94,27.81
2021,Import,Ukraine,Malta,2711,4.12,21.49
2021,Import,Ukraine,Netherlands,2711,76.6,105.91
2021,Import,Ukraine,Nigeria,2711,3.82,5.05
2021,Import,Ukraine,Panama,2711,0.0,0.0
2021,Import,Ukraine,Poland,2711,22.08,41.5
2021,Import,Ukraine,Romania,2711,11.68,22.06
2021,Import,Ukraine,Russian Federation,2711,363.25,663.9
2021,Import,Ukraine,Slovakia,2711,97.89,324.47
2021,Import,Ukraine,Spain,2711,0.0,0.0
2021,Import,Ukraine,Switzerland,2711,1020.89,1701.23
2021,Import,Ukraine,United Arab Emirates,2711,0.13,0.08
2021,Import,Ukraine,Türkiye,2711,0.0,0.01
2021,Import,Ukraine,United Kingdom,2711,21.69,38.58
2021,Import,Ukraine,USA,2711,100.39,167.91
2022,Import,Ukraine,World,2711,2112.12,1913.54
2022,Import,Ukraine,Albania,2711,0.66,0.24
2022,Import,Ukraine,Algeria,2711,33.28,31.01
2022,Import,Ukraine,Austria,2711,88.84,61.51
2022,Import,Ukraine,Bulgaria,2711,0.85,0.77
2022,Import,Ukraine,Belarus,2711,53.28,83.89
2022,Import,Ukraine,China,2711,0.08,0.01
2022,Import,Ukraine,Croatia,2711,10.22,11.4
2022,Import,Ukraine,Czechia,2711,204.32,154.57
2022,Import,Ukraine,Estonia,2711,0.38,0.29
2022,Import,Ukraine,France,2711,9.39,10.67
2022,Import,Ukraine,Germany,2711,177.24,121.01
2022,Import,Ukraine,Greece,2711,2.6,2.2
2022,Import,Ukraine,Hungary,2711,61.62,39.45
2022,Import,Ukraine,Italy,2711,3.87,3.48
2022,Import,Ukraine,Kazakhstan,2711,261.24,297.27
2022,Import,Ukraine,Rep. of Korea,2711,1.96,0.69
2022,Import,Ukraine,Latvia,2711,14.58,17.15
2022,Import,Ukraine,Lithuania,2711,61.37,73.71
2022,Import,Ukraine,Netherlands,2711,72.64,53.48
2022,Import,Ukraine,Norway,2711,7.66,8.15
2022,Import,Ukraine,Poland,2711,118.92,122.74
2022,Import,Ukraine,Romania,2711,37.43,33.73
2022,Import,Ukraine,Russian Federation,2711,66.67,104.59
2022,Import,Ukraine,Serbia,2711,3.72,3.83
2022,Import,Ukraine,Slovakia,2711,76.98,64.66
2022,Import,Ukraine,Slovenia,2711,2.99,2.15
2022,Import,Ukraine,Sweden,2711,7.3,6.5
2022,Import,Ukraine,Switzerland,2711,589.34,426.86
2022,Import,Ukraine,United Arab Emirates,2711,0.17,0.08
2022,Import,Ukraine,Tunisia,2711,0.88,0.93
2022,Import,Ukraine,Türkiye,2711,1.43,0.58
2022,Import,Ukraine,North Macedonia,2711,0.07,0.02
2022,Import,Ukraine,Egypt,2711,41.47,41.24
2022,Import,Ukraine,United Kingdom,2711,38.1,67.01
2022,Import,Ukraine,USA,2711,60.59,67.66
2023,Import,Ukraine,World,2711,1901.12,1819.4
2023,Import,Ukraine,Albania,2711,1.41,1.2
2023,Import,Ukraine,Algeria,2711,57.75,81.02
2023,Import,Ukraine,Austria,2711,6.67,10.94
2023,Import,Ukraine,Brazil,2711,3.64,4.16
2023,Import,Ukraine,Bulgaria,2711,0.13,0.16
2023,Import,Ukraine,China,2711,1.04,0.56
2023,Import,Ukraine,Croatia,2711,5.74,8.72
2023,Import,Ukraine,Czechia,2711,29.51,27.39
2023,Import,Ukraine,Denmark,2711,0.0,0.0
2023,Import,Ukraine,Estonia,2711,0.17,0.28
2023,Import,Ukraine,France,2711,10.42,10.79
2023,Import,Ukraine,Germany,2711,210.27,135.55
2023,Import,Ukraine,Greece,2711,2.83,4.13
2023,Import,Ukraine,Hungary,2711,26.61,30.17
2023,Import,Ukraine,Italy,2711,2.83,4.53
2023,Import,Ukraine,Kazakhstan,2711,112.9,160.07
2023,Import,Ukraine,Rep. of Korea,2711,1.09,0.48
2023,Import,Ukraine,Latvia,2711,33.2,52.38
2023,Import,Ukraine,Lithuania,2711,76.97,120.33
2023,Import,Ukraine,Netherlands,2711,150.53,105.39
2023,Import,Ukraine,Nigeria,2711,0.29,0.42
2023,Import,Ukraine,Norway,2711,7.68,10.59
2023,Import,Ukraine,Poland,2711,288.29,330.97
2023,Import,Ukraine,Romania,2711,29.6,41.71
2023,Import,Ukraine,Russian Federation,2711,0.28,0.45
2023,Import,Ukraine,Serbia,2711,8.33,11.39
2023,Import,Ukraine,Slovakia,2711,207.53,186.03
2023,Import,Ukraine,Sweden,2711,3.13,4.68
2023,Import,Ukraine,Switzerland,2711,450.06,267.94
2023,Import,Ukraine,United Arab Emirates,2711,0.64,0.27
2023,Import,Ukraine,Tunisia,2711,3.55,3.94
2023,Import,Ukraine,Türkiye,2711,4.25,3.21
2023,Import,Ukraine,Egypt,2711,41.54,60.57
2023,Import,Ukraine,United Kingdom,2711,7.09,9.26
2023,Import,Ukraine,USA,2711,115.17,129.71
2012,Export,Ukraine,World,2711,80.06,82.17
2012,Export,Ukraine,Azerbaijan,2711,0.0,0.0
2012,Export,Ukraine,Belize,2711,0.0,0.0
2012,Export,Ukraine,Cyprus,2711,0.0,0.0
2012,Export,Ukraine,Georgia,2711,0.0,0.0
2012,Export,Ukraine,Italy,2711,4.1,5.71
2012,Export,Ukraine,Kazakhstan,2711,0.23,0.04
2012,Export,Ukraine,Morocco,2711,3.37,4.0
2012,Export,Ukraine,Panama,2711,0.37,0.35
2012,Export,Ukraine,Russian Federation,2711,62.77,60.79
2012,Export,Ukraine,Türkiye,2711,7.52,9.29
2012,Export,Ukraine,Egypt,2711,1.67,1.99
2012,Export,Ukraine,United Kingdom,2711,0.0,0.0
2012,Export,Ukraine,Uzbekistan,2711,0.0,0.0
2013,Export,Ukraine,World,2711,0.36,0.12
2013,Export,Ukraine,Kazakhstan,2711,0.3,0.07
2013,Export,Ukraine,Rep. of Moldova,2711,0.0,0.0
2013,Export,Ukraine,Netherlands,2711,0.0,0.0
2013,Export,Ukraine,Marshall Isds,2711,0.0,0.0
2013,Export,Ukraine,Panama,2711,0.0,0.0
2013,Export,Ukraine,Russian Federation,2711,0.03,0.01
2013,Export,Ukraine,Serbia,2711,0.03,0.04
2014,Export,Ukraine,World,2711,0.01,0.0
2014,Export,Ukraine,Austria,2711,0.0,0.0
2014,Export,Ukraine,Cyprus,2711,0.0,0.0
2014,Export,Ukraine,Rep. of Moldova,2711,0.0,0.0
2014,Export,Ukraine,Netherlands,2711,0.0,0.0
2014,Export,Ukraine,Slovenia,2711,0.0,0.0
2014,Export,Ukraine,United Kingdom,2711,0.0,0.0
2014,Export,Ukraine,Uzbekistan,2711,0.0,0.0
2015,Export,Ukraine,World,2711,0.22,0.06
2015,Export,Ukraine,Kazakhstan,2711,0.21,0.04
2015,Export,Ukraine,Serbia,2711,0.01,0.02
2016,Export,Ukraine,World,2711,0.03,0.0
2016,Export,Ukraine,Bangladesh,2711,0.0,0.0
2016,Export,Ukraine,Bulgaria,2711,0.0,0.0
2016,Export,Ukraine,Belarus,2711,0.0,0.02
2016,Export,Ukraine,Canada,2711,0.0,0.0
2016,Export,Ukraine,Cyprus,2711,0.0,0.0
2016,Export,Ukraine,Kazakhstan,2711,0.02,0.0
2016,Export,Ukraine,Serbia,2711,0.01,0.02
2016,Export,Ukraine,Sierra Leone,2711,0.0,0.0
2017,Export,Ukraine,World,2711,10.08,18.57
2017,Export,Ukraine,Austria,2711,0.0,0.0
2017,Export,Ukraine,Kazakhstan,2711,0.15,0.02
2017,Export,Ukraine,Lithuania,2711,0.0,0.0
2017,Export,Ukraine,Rep. of Moldova,2711,0.0,0.0
2017,Export,Ukraine,Marshall Isds,2711,0.0,0.0
2017,Export,Ukraine,Panama,2711,0.0,0.0
2017,Export,Ukraine,Romania,2711,0.02,0.07
2017,Export,Ukraine,Russian Federation,2711,9.89,18.44
2017,Export,Ukraine,Slovakia,2711,0.01,0.03
2018,Export,Ukraine,World,2711,22.38,0.0
2018,Export,Ukraine,Bulgaria,2711,0.0,0.0
2018,Export,Ukraine,Belarus,2711,0.0,0.0
2018,Export,Ukraine,Czechia,2711,8.48,12.77
2018,Export,Ukraine,Germany,2711,2.09,2.95
2018,Export,Ukraine,"China, Hong Kong SAR",2711,0.0,0.0
2018,Export,Ukraine,Hungary,2711,4.09,4.96
2018,Export,Ukraine,Liberia,2711,0.0,0.0
2018,Export,Ukraine,Malta,2711,0.0,0.0
2018,Export,Ukraine,Rep. of Moldova,2711,0.01,0.0
2018,Export,Ukraine,Marshall Isds,2711,0.0,0.0
2018,Export,Ukraine,Poland,2711,0.0,0.0
2018,Export,Ukraine,Portugal,2711,1.81,2.99
2018,Export,Ukraine,Romania,2711,0.32,0.98
2018,Export,Ukraine,Russian Federation,2711,1.82,4.03
2018,Export,Ukraine,Singapore,2711,0.0,0.0
2018,Export,Ukraine,Slovakia,2711,1.08,1.97
2018,Export,Ukraine,United Arab Emirates,2711,2.68,4.82
2019,Export,Ukraine,World,2711,32.55,58.84
2019,Export,Ukraine,Czechia,2711,21.47,38.98
2019,Export,Ukraine,Germany,2711,6.49,11.34
2019,Export,Ukraine,Hungary,2711,3.75,6.86
2019,Export,Ukraine,Kazakhstan,2711,0.05,0.01
2019,Export,Ukraine,Rep. of Moldova,2711,0.01,0.0
2019,Export,Ukraine,Russian Federation,2711,0.78,1.64
2020,Export,Ukraine,World,2711,7.23,16.84
2020,Export,Ukraine,Belize,2711,0.0,0.0
2020,Export,Ukraine,Czechia,2711,6.25,12.94
2020,Export,Ukraine,Germany,2711,0.62,1.07
